year,record_type,number_scripts,npropname,ther_class,payer,unique_members,total_cost,cost_per_user,cost_per_script,cost_per_days_supply,cost_per_unit_dispensed,total_scripts_filled,yearly_pct_change_cost_per_script,total_cost_rank,cost_per_user_rank,cost_per_script_rank,cost_per_days_supply_rank,cost_per_unit_dispensed_rank,total_scripts_filled_rank,yearly_pct_change_cost_per_script_rank,days_supply_median,days_supply_mean,days_supply_stddev,quantity_median,quantity_mean,quantity_stddev,insurer_paid_median,insurer_paid_mean,insurer_paid_stddev,insurer_paid_sum,member_paid_median,member_paid_mean,member_paid_stddev,member_paid_sum,total_paid_median,total_paid_mean,total_paid_stddev,total_paid_sum,pct_total_pharm_spending,pct_scripts_0_18,pct_scripts_19_44,pct_scripts_45_64,pct_scripts_65_plus,pct_scripts_female,pct_scripts_male,pct_scripts_urban_core,pct_scripts_suburban,pct_scripts_micropolitan,pct_scripts_rural_smalltown
2020,Drug,61,OMEPRAZOLE MAGNESIUM,Gastrointestinal Products,COMMERCIAL,31,2115.18,68.23,34.67,0.78,0.55,61,0.029,1177,918,873,949,877,1127,537,28.0,44.3,29.0,42.0,62.0,50.7,10.96,15.6,18.69,951.79,19.13,19.07,18.27,1163.39,22.89,34.67,23.63,2115.18,3.720214989e-7,0.0,0.557377049180327,0.245901639344262,0.196721311475409,0.622950819672131,0.377049180327868,,,,
2020,Drug,264,RIMEGEPANT SULFATE,Analgesics and Anesthetics,MINNESOTA HEALTH CARE PROGRAMS,126,236244.33,1874.95,894.86,45.39,103.61,264,,433,231,147,147,110,831,,21.0,19.7,10.7,8.0,8.6,3.3,836.59,883.98,231.69,233371.97,3.0,3.6,6.71,952.07,839.87,894.86,227.47,236244.33,0.0000415510593739,,,,,0.924242424242424,0.0757575757575757,0.606060606060606,0.151515151515151,0.132575757575757,0.109848484848484
2020,Drug,583,TOCILIZUMAB,Analgesics and Anesthetics,MEDICARE,93,2154342.81,23164.97,3695.27,123.09,1198.18,583,0.089,207,97,95,112,22,768,254,28.0,30.0,14.5,3.0,3.0,3.1,3999.16,3517.23,2111.04,2050547.28,8.95,176.17,434.36,102708.14,4174.59,3695.27,2153.72,2154342.81,0.000378909521385,0.0,0.0240137221269296,0.228130360205831,0.747855917667238,0.792452830188679,0.20754716981132,0.636363636363636,0.0891938250428816,0.0926243567753001,0.181818181818181
2020,Drug,590,MENTHOL-METHYL SALICYLATE (LINIMENTS),Topical Products,MEDICARE,135,2919.86,21.62,4.94,0.32,0.05,590,0.077,1160,1173,1233,1138,1249,766,301,14.0,15.4,10.3,85.0,89.0,18.8,5.21,4.94,2.03,2919.86,0.0,0.0,0.0,0.0,5.21,4.94,2.03,2919.86,5.135500023e-7,0.0,0.0,0.0,1.0,0.747457627118644,0.252542372881355,0.540677966101694,0.216949152542372,0.035593220338983,0.206779661016949
2020,Drug,1672,UMECLIDINIUM BROMIDE,Respiratory Agents,MINNESOTA HEALTH CARE PROGRAMS,271,607654.49,2242.26,363.42,11.41,11.4,1672,0.075,268,215,268,339,310,504,434,30.0,31.8,10.7,30.0,31.8,10.7,339.74,354.84,121.84,593302.31,0.0,3.07,8.52,5138.35,343.89,363.42,117.45,607654.49,0.0001068753175699,0.0,0.0466507177033492,0.911483253588516,0.0418660287081339,0.586124401913875,0.413875598086124,0.539473684210526,0.0855263157894736,0.178827751196172,0.196172248803827
2020,Drug,8789,CLINDAMYCIN PHOSPHATE (TOPICAL),Topical Products,MEDICARE,4076,589926.6,144.73,67.12,2.37,1.09,8789,-0.112,416,781,700,686,733,293,1017,30.0,28.2,12.6,60.0,61.3,32.4,47.84,52.77,49.55,463818.31,3.6,14.24,26.0,125200.42,61.84,67.12,47.63,589926.6,0.0001037573057642,0.0,0.239276368187507,0.23142564569348,0.529297986119012,0.541472294914097,0.458527705085902,0.684719535783365,0.0830583684150642,0.109796336329502,0.122425759472067
2020,Drug,1308,TOCILIZUMAB,Analgesics and Anesthetics,COMMERCIAL,175,4662054.67,26640.31,3564.26,123.88,1117.46,1308,0.058,71,83,106,106,29,536,416,28.0,28.7,6.6,3.0,3.1,2.8,3734.28,3152.03,1557.43,4122858.16,30.03,348.62,695.71,455999.91,4195.47,3564.26,1462.95,4662054.67,0.0008199701994876,0.055045871559633,0.275229357798165,0.55045871559633,0.119266055045871,0.743883792048929,0.25611620795107,0.624617737003058,0.162079510703363,0.133027522935779,0.0802752293577981
2020,Drug,622,INTERFERON BETA-1A,Misc Psychotherapeutic/Neurolog,MINNESOTA HEALTH CARE PROGRAMS,77,4696438.41,60992.7,7550.54,276.97,1916.13,622,0.016,55,21,43,44,16,688,627,28.0,27.2,4.7,6.0,3.9,2.4,7963.98,7465.69,1447.89,4643660.99,3.0,5.82,9.39,3621.4,7973.31,7550.54,1414.87,4696438.41,0.0008260176708586,,,,,0.871382636655948,0.128617363344051,0.657556270096463,0.0578778135048231,0.112540192926045,0.172025723472668
2020,Drug,81,OMEPRAZOLE MAGNESIUM,Gastrointestinal Products,MEDICARE,25,3388.35,135.53,41.83,1.0,0.55,81,-0.033,1146,793,824,897,898,1116,774,30.0,41.6,26.0,60.0,75.9,74.7,41.35,41.22,36.94,3339.24,0.0,0.6,3.87,49.11,41.35,41.83,36.45,3388.35,5.959488298e-7,,,,,0.716049382716049,0.28395061728395,,,,
2020,Drug,115,STARCH-MALTODEXTRIN (THICKENING),Miscellaneous Products,MINNESOTA HEALTH CARE PROGRAMS,19,3879.63,204.19,33.73,1.79,0.54,115,0.097,1050,522,677,647,768,970,368,15.0,18.7,9.4,15.0,61.8,148.4,28.99,33.67,22.26,3872.63,0.0,0.06,0.24,7.0,28.99,33.73,22.39,3879.63,6.823560018e-7,0.0,0.530434782608695,0.356521739130434,0.113043478260869,0.226086956521739,0.77391304347826,,,,
2020,Drug,48,ALTEPLASE,Hematological Agents,MINNESOTA HEALTH CARE PROGRAMS,36,8615.94,239.33,179.49,105.07,136.76,48,-0.148,974,490,366,89,91,1091,959,1.0,1.7,4.2,1.0,1.3,0.6,148.35,172.6,70.58,8285.2,0.0,1.04,4.09,50.37,148.35,179.49,62.32,8615.94,1.5153863565e-6,,,,,0.625,0.375,,,,
2020,Drug,29033,CHLORTHALIDONE,Cardiovascular Agents,COMMERCIAL,7707,1070787.54,138.93,36.88,0.55,0.58,29033,-0.015,227,742,848,1030,865,106,738,90.0,67.0,29.1,90.0,63.4,33.8,6.89,16.87,22.26,490058.61,15.0,19.99,19.79,580386.27,31.11,36.88,26.5,1070787.54,0.0001883319555286,0.0006544277201804,0.142010815279165,0.727723624840698,0.129611132159955,0.409775083525643,0.590224916474356,0.615403161919195,0.13574208659112,0.1088761064995,0.139978644990183
2020,Drug,12817,AMLODIPINE BESYLATE-BENAZEPRIL HCL,Cardiovascular Agents,MEDICARE,3067,383177.08,124.93,29.89,0.4,0.38,12817,-0.098,521,818,913,1099,977,247,986,90.0,73.9,27.1,90.0,78.3,34.0,15.41,22.26,22.73,285428.62,3.0,7.53,11.53,96558.59,19.55,29.89,24.26,383177.08,0.0000673938443383,0.0,0.009674650854334,0.0472029336038074,0.943122415541858,0.465163454786611,0.534836545213388,0.537099165171256,0.0984629788562066,0.124834204572052,0.239603651400483
2020,Drug,38102,CLINDAMYCIN PHOSPHATE (TOPICAL),Topical Products,COMMERCIAL,21368,2281128.98,106.75,59.86,2.12,1.04,38102,0.0,140,813,718,705,743,80,661,30.0,28.1,12.0,60.0,57.3,21.9,29.77,36.15,43.95,1377461.68,15.0,23.68,26.53,902555.25,55.11,59.86,42.85,2281128.98,0.0004012088911835,0.356490472941052,0.471917484646475,0.160700225709936,0.0108918167025352,0.7142932129547,0.285706787045299,0.760275051178415,0.115558238412681,0.0561912760485013,0.067975434360401
2020,Drug,37901,UMECLIDINIUM BROMIDE,Respiratory Agents,MEDICARE,7139,17286068.46,2421.35,456.08,11.59,11.48,37901,0.047,32,273,304,382,376,131,415,30.0,39.3,22.0,30.0,39.7,23.1,335.62,395.25,234.41,14980393.51,30.0,60.34,97.59,2287046.25,361.42,456.08,255.22,17286068.46,0.0030403034727825,0.0,0.0067280546687422,0.168623519168359,0.824648426162898,0.566132819714519,0.43386718028548,0.575631249835096,0.110762249017176,0.129785493786443,0.183821007361283
2020,Drug,1752,HYDROCORTISONE ACETATE (RECTAL),Topical Products,COMMERCIAL,1306,210262.24,160.99,120.01,9.82,5.91,1752,-0.048,529,698,564,403,478,490,864,12.0,12.2,9.1,15.0,20.3,13.7,59.25,83.89,115.78,146985.88,15.0,36.11,52.34,63272.58,96.34,120.01,111.54,210262.24,0.0000369812846655,0.0091324200913242,0.457762557077625,0.482305936073059,0.0507990867579908,0.586757990867579,0.41324200913242,0.736301369863013,0.115867579908675,0.059931506849315,0.0878995433789954
2020,Drug,55,AMIKACIN SULFATE LIPOSOME,Anti-Infective Agents,MEDICARE,11,668623.37,60783.94,12156.78,411.71,49.91,55,,401,45,37,37,205,1171,,28.0,29.5,8.4,235.0,243.5,63.4,11033.64,11175.03,3455.98,614626.73,606.91,981.75,852.71,53996.64,12092.0,12156.78,3467.43,668623.37,0.0001175986291213,,,,,0.709090909090909,0.29090909090909,,,,
2020,Drug,52594,DROSPIRENONE-ETHINYL ESTRADIOL,Endocrine and Metabolic Drugs,COMMERCIAL,14363,3301305.6,229.84,62.76,0.93,0.9,52594,-0.029,100,619,706,897,767,63,801,84.0,66.8,25.7,84.0,69.3,27.6,49.87,59.39,52.66,3123715.75,0.0,3.37,16.4,177587.08,50.45,62.76,53.48,3301305.6,0.0005806393109932,,,,,0.999144389093812,0.000855610906187,0.712210518310073,0.127200821386469,0.0751416511389131,0.0854470091645434
2020,Drug,517280,GABAPENTIN,Neuromuscular Drugs,MEDICARE,99548,9929867.24,99.74,19.19,0.42,0.12,517280,-0.077,57,882,1004,1087,1160,7,920,30.0,45.3,29.3,90.0,155.3,145.3,6.4,13.0,29.53,6728342.47,2.6,6.16,11.87,3186967.51,11.36,19.19,32.37,9929867.24,0.0017464821410317,,,,,0.639626507887411,0.360373492112588,0.534049257655428,0.100912465202598,0.148996674914939,0.216041602227033
2020,Drug,88,IVACAFTOR,Respiratory Agents,COMMERCIAL,11,1790243.38,162749.39,20343.67,726.55,367.45,88,-0.194,158,2,9,8,63,1057,1113,28.0,28.0,0.0,56.0,55.3,4.2,23362.66,20087.54,8354.04,1767704.07,0.5,256.12,1247.52,22539.31,23791.21,20343.67,8460.42,1790243.38,0.0003148710869643,0.318181818181818,0.488636363636363,0.193181818181818,0.0,0.329545454545454,0.670454545454545,,,,
2020,Drug,111,FORMOTEROL FUMARATE,Respiratory Agents,MINNESOTA HEALTH CARE PROGRAMS,25,116627.66,4665.1,1050.69,35.99,8.83,111,0.051,572,136,132,167,344,977,509,30.0,29.1,9.7,120.0,118.9,37.1,1046.0,1040.2,318.26,115462.43,0.0,2.48,6.8,276.0,1054.85,1050.69,319.22,116627.66,0.0000205126735753,,,,,0.513513513513513,0.486486486486486,0.414414414414414,0.099099099099099,0.207207207207207,0.279279279279279
2020,Drug,16003,PRIMIDONE,Neuromuscular Drugs,MEDICARE,3067,439770.32,143.38,27.48,0.52,0.19,16003,0.09,488,782,928,1030,1091,228,247,30.0,52.7,31.1,90.0,141.4,136.8,9.88,18.59,27.73,297509.13,4.62,8.85,12.62,141668.67,16.85,27.48,31.72,439770.32,0.0000773475607953,0.0,0.0202462038367806,0.0984815347122414,0.881272261450977,0.537274261076048,0.462725738923951,0.511591576579391,0.109979378866462,0.151596575642067,0.226832468912078
2020,Drug,179,TRAMETINIB DIMETHYL SULFOXIDE,Antineoplastic Agents,COMMERCIAL,40,1630633.31,40765.83,9109.68,311.01,228.38,179,-0.083,170,58,48,51,87,919,949,30.0,29.2,3.7,30.0,39.8,22.0,10552.3,8800.44,6913.7,1575280.54,0.0,302.52,781.57,54152.77,10552.3,9109.68,7046.72,1630633.31,0.0002867985931387,,,,,0.424581005586592,0.575418994413407,0.603351955307262,0.0670391061452513,0.117318435754189,0.212290502793296
2020,Drug,37,CLOBETASOL PROPIONATE EMULSION,Topical Products,COMMERCIAL,22,10919.86,496.35,295.13,10.9,3.27,37,0.036,1024,476,390,387,553,1197,505,30.0,27.0,12.6,100.0,90.0,56.8,221.75,261.24,145.95,9666.02,12.0,33.88,58.52,1253.84,244.68,295.13,149.69,10919.86,1.9206037715e-6,,,,,0.675675675675675,0.324324324324324,,,,
2020,Drug,62,B-COMPLEX W/ C & E + ZN,Nutritional Products,MINNESOTA HEALTH CARE PROGRAMS,17,123.18,7.24,1.98,0.06,0.05,62,-0.306,1171,1151,1167,1164,1142,1056,1064,30.0,29.6,1.9,30.0,35.8,13.1,1.71,1.68,0.92,104.53,0.0,0.3,0.6,18.65,1.75,1.98,0.57,123.18,2.16651104e-8,,,,,0.693548387096774,0.306451612903225,,,,
2020,Drug,6513,TIOTROPIUM BROMIDE MONOHYDRATE,Respiratory Agents,COMMERCIAL,1534,3900143.68,2542.46,598.82,14.3,25.19,6513,0.031,84,234,265,333,274,275,525,30.0,41.8,23.7,12.0,23.7,28.2,435.97,513.39,343.78,3343719.3,30.0,84.72,162.55,551829.54,458.69,598.82,341.68,3900143.68,0.000685963983198,0.0233379395056041,0.0882849685244894,0.659143251957623,0.229233840012283,0.547980961154613,0.452019038845386,0.572393674190081,0.149086442499616,0.111315829878704,0.167204053431598
2020,Drug,4117,TIMOLOL MALEATE (OPHTH),Topical Products,MINNESOTA HEALTH CARE PROGRAMS,1150,94311.82,82.01,22.9,0.64,3.77,4117,0.406,617,743,786,903,457,356,55,30.0,35.4,17.3,5.0,6.0,2.9,6.31,20.65,53.59,85035.06,1.0,1.55,2.42,6413.79,7.7,22.9,54.71,94311.82,0.000016587725227,0.0891425795482147,0.128977410735972,0.66358999271314,0.118290017002671,0.500607238280301,0.499392761719698,0.692737430167597,0.0524653874180228,0.0974010201603109,0.157396162254068
2020,Drug,51,DICLOFENAC EPOLAMINE,Topical Products,MINNESOTA HEALTH CARE PROGRAMS,20,27805.04,1390.25,545.19,20.14,10.65,51,-0.096,828,263,197,231,317,1081,894,30.0,27.0,6.0,60.0,51.1,13.8,605.7,523.72,202.92,26709.96,0.0,1.37,3.63,70.0,616.41,545.19,174.48,27805.04,4.890398292e-6,,,,,0.745098039215686,0.254901960784313,,,,
2020,Drug,215,ELUXADOLINE,Gastrointestinal Products,MEDICARE,40,336134.36,8403.35,1563.41,42.4,22.2,215,0.088,547,144,140,190,289,963,260,30.0,36.8,20.1,60.0,70.4,44.9,1334.13,1439.23,906.49,309435.43,3.9,124.07,367.34,26675.57,1372.95,1563.41,1053.63,336134.36,0.0000591198897768,0.0,0.102325581395348,0.413953488372093,0.483720930232558,0.61860465116279,0.381395348837209,,,,
2020,Drug,236,ACARBOSE,Endocrine and Metabolic Drugs,COMMERCIAL,85,12843.85,151.1,54.42,0.9,0.29,236,0.261,1001,716,742,907,1025,866,88,60.0,59.8,30.3,90.0,183.0,134.1,23.96,39.54,45.52,9332.09,10.0,14.85,18.5,3506.88,34.76,54.42,46.33,12843.85,2.2589984442e-6,0.0,0.203389830508474,0.652542372881355,0.144067796610169,0.491525423728813,0.508474576271186,0.601694915254237,0.194915254237288,0.097457627118644,0.10593220338983
2020,Drug,13,MOXIFLOXACIN HCL,Anti-Infective Agents,MINNESOTA HEALTH CARE PROGRAMS,12,1287.59,107.29,99.04,5.45,5.45,13,0.388,1108,688,452,431,409,1171,60,14.0,18.1,10.5,14.0,18.1,10.5,61.1,96.63,107.7,1256.2,1.0,1.1,1.85,14.3,62.1,99.04,109.28,1287.59,2.264635453e-7,,,,,,,,,,
2020,Drug,370,MAGNESIUM CHLORIDE-CALCIUM CARBONATE,Nutritional Products,MEDICARE,84,4973.07,59.2,13.44,0.42,0.17,370,0.014,1124,995,1082,1085,1108,869,580,30.0,31.7,15.3,60.0,75.6,50.5,10.88,11.32,6.31,4189.7,0.0,2.11,8.16,783.37,11.7,13.44,7.63,4973.07,8.74672111e-7,,,,,0.678378378378378,0.321621621621621,,,,
2020,Drug,1219,AMINO ACID INFUSION,Nutritional Products,MEDICARE,68,200179.89,2943.82,164.21,24.24,0.54,1219,-0.082,634,245,500,242,901,627,940,7.0,6.7,1.0,7.0,299.6,419.7,135.97,147.16,77.9,179391.29,0.0,17.05,33.3,20788.6,150.84,164.21,73.52,200179.89,0.0000352079835942,0.0,0.0828547990155865,0.21410992616899,0.703035274815422,0.63084495488105,0.369155045118949,0.598031173092698,0.0336341263330598,0.0607054963084495,0.307629204265791
2020,Drug,783,FLUOCINOLONE ACETONIDE (OTIC),Topical Products,COMMERCIAL,619,65127.2,105.21,83.17,2.79,3.85,783,-0.23,765,820,636,647,528,617,1135,28.0,29.7,24.8,20.0,21.5,14.0,49.38,56.25,48.21,44048.65,15.0,26.91,31.69,21071.2,70.1,83.17,42.51,65127.2,0.0000114546840301,0.0293742017879948,0.246487867177522,0.623243933588761,0.100893997445721,0.703703703703703,0.296296296296296,0.762452107279693,0.122605363984674,0.0613026819923371,0.053639846743295
2020,Drug,137,TELMISARTAN-HYDROCHLOROTHIAZIDE,Cardiovascular Agents,COMMERCIAL,49,20078.36,409.76,146.55,2.07,1.98,137,0.024,943,507,520,709,636,981,557,90.0,70.5,28.5,90.0,73.9,37.7,65.59,106.89,116.71,14644.97,25.0,39.65,55.55,5433.39,110.28,146.55,119.48,20078.36,3.5314165148e-6,,,,,0.48905109489051,0.510948905109489,,,,
2020,Drug,174,ASPIRIN-ACETAMINOPHEN-CAFFEINE,Analgesics and Anesthetics,MEDICARE,55,740.15,13.45,4.25,0.19,0.05,174,0.042,1237,1231,1246,1206,1242,990,441,15.0,22.0,17.4,60.0,71.3,36.3,3.61,4.25,2.65,740.15,0.0,0.0,0.0,0.0,3.61,4.25,2.65,740.15,1.301788559e-7,,,,,0.735632183908045,0.264367816091954,0.586206896551724,0.132183908045977,0.0977011494252873,0.183908045977011
2020,Drug,1325,CLINDAMYCIN PHOSPHATE VAGINAL,Genitourinary Products,MINNESOTA HEALTH CARE PROGRAMS,1073,122855.81,114.49,92.72,12.1,2.49,1325,0.016,555,672,464,329,500,547,628,7.0,7.6,4.3,40.0,37.2,14.0,77.24,89.57,71.87,118685.23,1.0,1.37,2.95,1817.83,78.04,92.72,71.64,122855.81,0.0000216080913169,0.0369811320754716,0.801509433962264,0.161509433962264,0.0,,,0.694339622641509,0.0792452830188679,0.103396226415094,0.123018867924528
2020,Drug,10905,RIZATRIPTAN BENZOATE,Analgesics and Anesthetics,MEDICARE,2886,384166.92,133.11,35.22,1.43,2.61,10905,-0.069,519,803,873,799,587,262,892,28.0,24.5,16.3,12.0,13.4,6.8,13.03,24.14,50.18,263315.76,3.6,11.04,23.68,120497.0,24.33,35.22,55.49,384166.92,0.0000675679391011,0.0,0.13104080696928,0.32287941311325,0.546079779917469,0.851260889500229,0.14873911049977,0.570197157267308,0.107015130674002,0.144887666208161,0.177900045850527
2020,Drug,64,BALOXAVIR MARBOXIL,Anti-Infective Agents,COMMERCIAL,64,9207.58,143.86,143.86,141.65,72.5,64,0.012,1038,733,523,98,177,1117,612,1.0,1.0,0.1,2.0,1.9,0.3,18.55,48.84,51.51,3126.26,95.0,95.02,52.55,6081.32,148.81,143.86,28.65,9207.58,1.619445018e-6,,,,,0.546875,0.453125,,,,
2020,Drug,22779,PRAVASTATIN SODIUM,Cardiovascular Agents,MINNESOTA HEALTH CARE PROGRAMS,3494,191718.25,54.87,8.41,0.22,0.22,22779,0.0,470,837,1054,1093,973,137,677,30.0,36.8,19.7,30.0,36.9,20.4,5.82,8.27,18.34,188561.44,0.0,0.07,0.6,1749.59,5.92,8.41,18.35,191718.25,0.0000337197357872,0.0051802098423987,0.110189209359497,0.828043373282409,0.0565872075156942,0.533254313183195,0.466745686816804,0.56806707932745,0.0869221651521137,0.130997848895912,0.214012906624522
2020,Drug,166,ENTACAPONE,Neuromuscular Drugs,COMMERCIAL,36,71364.6,1982.35,429.9,8.64,1.81,166,0.575,745,264,329,439,649,933,23,30.0,49.7,27.8,180.0,236.3,158.9,216.64,358.18,411.43,59458.5,33.0,71.72,124.79,11906.1,344.31,429.9,398.51,71364.6,0.0000125517286776,,,,,0.325301204819277,0.674698795180722,0.602409638554216,0.150602409638554,0.102409638554216,0.144578313253012
2020,Drug,432,CLOBETASOL PROPIONATE EMOLLIENT BASE,Topical Products,MINNESOTA HEALTH CARE PROGRAMS,275,38970.45,141.71,90.2,4.2,2.09,432,-0.01,770,612,472,473,519,741,703,23.5,21.4,8.1,45.0,43.0,17.3,82.13,88.0,53.16,38019.71,1.0,1.28,2.19,556.9,83.37,90.2,53.22,38970.45,6.8541898202e-6,,,,,0.629629629629629,0.37037037037037,0.488425925925925,0.0439814814814814,0.185185185185185,0.282407407407407
2020,Drug,824,PHENYTOIN,Neuromuscular Drugs,MINNESOTA HEALTH CARE PROGRAMS,99,30416.76,307.24,36.91,1.27,0.17,824,0.002,813,449,655,715,1019,625,668,30.0,28.8,11.2,217.0,211.1,152.7,27.64,34.63,29.64,28535.42,0.0,0.88,3.01,732.32,29.5,36.91,29.36,30416.76,5.3497521008e-6,0.106796116504854,0.419902912621359,0.452669902912621,0.020631067961165,0.441747572815533,0.558252427184466,0.601941747572815,0.0910194174757281,0.0861650485436893,0.220873786407766
2020,Drug,152228,PRAVASTATIN SODIUM,Cardiovascular Agents,MEDICARE,36109,3664583.34,101.48,24.07,0.32,0.32,152228,-0.036,149,874,956,1132,1001,40,791,90.0,73.1,28.2,90.0,73.1,30.8,14.22,17.69,16.79,2693990.66,1.34,6.34,9.17,965595.73,20.57,24.07,18.47,3664583.34,0.0006445332251624,0.0,0.006923824789132,0.0742767427805659,0.918799432430301,0.608041884541608,0.391958115458391,0.494041831988858,0.116279528076306,0.14907244396563,0.240606195969204
2020,Drug,141,DIAPERS & SUPPLIES,Miscellaneous Products,COMMERCIAL,25,12649.37,505.97,89.71,4.45,0.86,141,-0.019,1002,470,618,546,781,971,756,22.0,20.1,8.7,110.0,103.6,48.6,0.0,0.0,0.0,0.0,98.28,89.71,43.66,12649.37,98.28,89.71,43.66,12649.37,2.2247929671e-6,1.0,0.0,0.0,0.0,0.163120567375886,0.836879432624113,,,,
2020,Drug,128,RUFINAMIDE,Neuromuscular Drugs,COMMERCIAL,25,402442.7,16097.7,3144.08,97.96,11.05,128,-0.161,413,105,111,126,369,997,1071,30.0,32.0,13.9,210.0,284.5,245.7,2068.8,3073.3,2552.1,393383.26,0.0,69.65,247.0,8915.54,2068.8,3144.08,2514.0,402442.7,0.000070782314743,0.6796875,0.3203125,0.0,0.0,0.234375,0.765625,,,,
2020,Drug,56,AZTREONAM,Anti-Infective Agents,MEDICARE,13,61614.07,4739.54,1100.25,30.08,23.42,56,-0.121,832,177,168,215,281,1167,1027,28.0,36.5,14.4,56.0,46.9,14.7,1401.7,1067.48,585.47,59779.32,0.0,32.76,81.12,1834.75,1401.7,1100.25,551.26,61614.07,0.000010836788679,,,,,0.214285714285714,0.785714285714285,,,,
2020,Drug,30342,RIZATRIPTAN BENZOATE,Analgesics and Anesthetics,COMMERCIAL,9484,554872.56,58.5,18.28,0.8,1.42,30342,-0.042,342,954,1024,937,696,102,842,27.0,22.7,15.2,12.0,12.8,7.2,0.0,7.38,27.59,223991.56,10.0,10.9,13.06,330746.49,12.99,18.28,31.25,554872.56,0.0000975919408755,0.0393843517236833,0.432832377562454,0.50771208226221,0.0200711884516511,0.874728099663832,0.125271900336167,0.68439786434645,0.129358644782809,0.0799551776415529,0.106288313229187
2020,Drug,85,HEPARIN SODIUM (PORCINE) LOCK FLUSH,Hematological Agents,COMMERCIAL,43,2187.96,50.88,25.74,0.65,0.3,85,0.514,1174,982,941,993,1021,1068,27,28.0,39.1,27.8,30.0,85.0,160.0,4.17,17.93,33.08,1524.64,0.0,7.79,19.79,662.33,7.81,25.74,37.49,2187.96,3.848221706e-7,,,,,0.470588235294117,0.529411764705882,,,,
2020,Drug,40,PERPHENAZINE-AMITRIPTYLINE,Misc Psychotherapeutic/Neurolog,MEDICARE,11,5824.32,529.48,145.6,2.05,1.55,40,0.365,1113,516,522,719,667,1210,32,90.0,70.9,24.0,90.0,93.4,55.4,47.26,74.24,71.92,2969.96,47.39,70.9,65.06,2836.26,134.33,145.6,80.57,5824.32,1.0243914261e-6,0.0,0.0,0.0,1.0,,,,,,
2020,Drug,165,TRANYLCYPROMINE SULFATE,Central Nervous System Drugs,COMMERCIAL,28,57545.62,2055.2,348.76,8.7,1.91,165,-0.292,787,261,362,438,639,935,1179,30.0,40.0,22.8,180.0,182.3,131.7,203.12,317.42,370.52,52375.47,18.0,28.89,44.96,4767.54,218.61,348.76,372.59,57545.62,0.0000101212226906,0.0,0.333333333333333,0.496969696969696,0.169696969696969,0.593939393939393,0.406060606060606,,,,
2020,Drug,8361,KETOROLAC TROMETHAMINE,Analgesics and Anesthetics,COMMERCIAL,6334,137393.89,21.69,16.43,1.21,1.02,8361,-0.008,616,1116,1051,832,744,242,703,5.0,13.5,12.5,16.0,16.0,6.3,1.84,6.68,8.89,55864.8,10.0,9.74,8.3,81456.17,16.08,16.43,9.94,137393.89,0.0000241650738496,0.0369573017581628,0.434517402224614,0.502332256907068,0.0261930391101542,0.651835904796077,0.348164095203922,0.567276641550053,0.149623250807319,0.110513096519555,0.172587011123071
2020,Drug,299627,GABAPENTIN,Neuromuscular Drugs,MINNESOTA HEALTH CARE PROGRAMS,49308,6321480.49,128.2,21.09,0.69,0.17,299627,0.119,44,638,809,884,1017,2,307,30.0,30.1,11.2,90.0,120.1,90.4,12.59,19.89,42.25,5961934.64,0.0,0.88,2.99,265174.02,13.63,21.09,42.45,6321480.49,0.0011118328688416,0.0260590667730211,0.433802694683723,0.516155086157122,0.0239831523861334,0.600222943860199,0.3997770561398,0.615438528570522,0.0780069886892703,0.133425892860122,0.173128589880084
2020,Drug,6762,AMANTADINE HCL,Neuromuscular Drugs,MEDICARE,1223,1196048.68,977.96,176.87,4.23,1.97,6762,0.054,314,398,484,555,628,336,392,30.0,41.7,27.3,60.0,89.4,87.4,42.71,147.11,605.55,994763.25,3.6,29.65,153.53,200555.89,56.17,176.87,683.47,1196048.68,0.0002103631004259,0.0,0.0508725229222123,0.255693581780538,0.693433895297249,0.520851818988464,0.479148181011535,0.583111505471753,0.0788228334812185,0.159716060337178,0.178349600709849
2020,Drug,34,PILOCARPINE HCL,Topical Products,MINNESOTA HEALTH CARE PROGRAMS,15,2491.44,166.09,73.27,1.77,4.88,34,-0.022,1073,574,505,649,421,1128,736,30.0,41.2,22.3,15.0,15.0,0.0,70.05,70.79,8.73,2406.89,1.0,2.11,2.78,72.0,70.83,73.27,8.78,2491.44,4.381987553e-7,,,,,0.323529411764705,0.676470588235294,,,,
2020,Drug,3290,BUPRENORPHINE HCL,Analgesics and Anesthetics,COMMERCIAL,463,902295.95,1948.8,274.25,10.98,5.03,3290,0.168,250,266,403,385,497,376,150,30.0,24.9,9.0,60.0,54.4,30.9,86.89,233.63,286.0,768671.62,14.29,40.05,82.47,131792.63,116.63,274.25,296.2,902295.95,0.0001586973646789,0.0,0.526747720364741,0.449240121580547,0.0240121580547112,0.560790273556231,0.439209726443768,0.709118541033434,0.164437689969604,0.0601823708206686,0.0662613981762917
2020,Drug,49,TRANYLCYPROMINE SULFATE,Central Nervous System Drugs,MINNESOTA HEALTH CARE PROGRAMS,13,16347.1,1257.46,333.61,9.54,1.8,49,,882,271,282,365,532,1088,,30.0,34.9,16.9,120.0,185.2,182.1,227.46,327.14,317.34,16030.15,0.0,1.44,7.1,70.6,233.11,333.61,321.82,16347.1,2.8751560839e-6,0.0,0.612244897959183,0.387755102040816,0.0,,,,,,
